tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	specimen	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study		2.3	318.5	-42.8	AP1-6a:LP-DIR-T	hargrave 2016-04-19 12:28:19	Agate Point	pmagpy-3.4.1	5.8099999999999996e-05	AP1-6a:LP-DIR-T5	1	1.87e-06	1.46e-06	5.62e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP1-6a	0	0	0	-90	573
This study		2.0	319.4	-42.7	AP1-6a:LP-DIR-T	hargrave 2016-04-25 12:04:05	Agate Point	pmagpy-3.4.1	4.66e-05	AP1-6a:LP-DIR-T6	1	1.33e-06	7.82e-07	7.25e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP1-6a	0	0	0	-90	623
This study		2.0	318.7	-43.0	AP1-6a:LP-DIR-T	hargrave 2016-04-26 08:59:19	Agate Point	pmagpy-3.4.1	4.0600000000000004e-05	AP1-6a:LP-DIR-T7	1	1.1e-06	7.47e-07	5.6e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP1-6a	0	0	0	-90	673
This study		3.0	318.4	-42.8	AP1-6a:LP-DIR-T	hargrave 2016-04-26 16:29:09	Agate Point	pmagpy-3.4.1	3.54e-05	AP1-6a:LP-DIR-T8	1	1.44e-06	1.12e-06	4.96e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP1-6a	0	0	0	-90	723
This study		1.9	318.8	-42.9	AP1-6a:LP-DIR-T	hargrave 2016-05-02 13:22:33	Agate Point	pmagpy-3.4.1	3.13e-05	AP1-6a:LP-DIR-T9	1	7.629999999999999e-07	7.009999999999999e-07	2.86e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP1-6a	0	0	0	-90	748
This study		1.3	320.3	-42.9	AP1-6a:LP-DIR-T	hargrave 2016-05-02 19:45:33	Agate Point	pmagpy-3.4.1	2.7899999999999997e-05	AP1-6a:LP-DIR-T10	1	4.49e-07	3.7e-07	3.96e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP1-6a	0	0	0	-90	773
This study		1.7	319.2	-42.7	AP1-6a:LP-DIR-T	hargrave 2016-05-03 18:38:34	Agate Point	pmagpy-3.4.1	2.34e-05	AP1-6a:LP-DIR-T11	1	5.45e-07	3.91e-07	2.43e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP1-6a	0	0	0	-90	798
This study		1.8	320.0	-42.8	AP1-6a:LP-DIR-T	hargrave 2016-05-12 14:19:00	Agate Point	pmagpy-3.4.1	1.74e-05	AP1-6a:LP-DIR-T12	1	4.2799999999999997e-07	2.88e-07	2.19e-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP1-6a	0	0	0	-90	823
This study		1.9	319.2	-42.7	AP1-6a:LP-DIR-T	hargrave 2016-05-16 11:59:52	Agate Point	pmagpy-3.4.1	1.3000000000000001e-05	AP1-6a:LP-DIR-T13	1	3.45e-07	2.21e-07	1.78e-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP1-6a	0	0	0	-90	833
This study		3.6	318.2	-42.6	AP1-6a:LP-DIR-T	hargrave 2016-05-16 18:00:23	Agate Point	pmagpy-3.4.1	1e-05	AP1-6a:LP-DIR-T14	1	4.8e-07	4.0799999999999995e-07	1.32e-07	u	273	LT-T-Z:LP-DIR-T	14	g	AP1-6a	0	0	0	-90	843
This study		2.7	320.4	-42.7	AP1-6a:LP-DIR-T	hargrave 2016-05-17 14:18:21	Agate Point	pmagpy-3.4.1	8.21e-06	AP1-6a:LP-DIR-T15	1	3.05e-07	2.39e-07	1.11e-07	u	273	LT-T-Z:LP-DIR-T	15	g	AP1-6a	0	0	0	-90	848
This study		1.7	321.7	-42.6	AP1-6a:LP-DIR-T	hargrave 2016-05-18 11:10:25	Agate Point	pmagpy-3.4.1	7.15e-06	AP1-6a:LP-DIR-T16	1	1.68e-07	1.13e-07	8.19e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP1-6a	0	0	0	-90	853
This study		1.6	319.1	-40.2	AP1-7a:LP-DIR-T	hargrave 2016-04-08 16:23:24	Agate Point	pmagpy-3.4.1	6.18e-05	AP1-7a:LP-DIR-T1	1	1.51e-06	8.140000000000001e-07	6.28e-07	u	273	LT-NO:LP-DIR-T	1	g	AP1-7a	0	0	0	-90	273
This study		2.2	318.1	-39.6	AP1-7a:LP-DIR-T	hargrave 2016-04-11 16:41:07	Agate Point	pmagpy-3.4.1	5.8099999999999996e-05	AP1-7a:LP-DIR-T2	1	1.81e-06	1.45e-06	3.88e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP1-7a	0	0	0	-90	77
This study		1.5	320.7	-40.1	AP1-7a:LP-DIR-T	hargrave 2016-04-18 09:26:57	Agate Point	pmagpy-3.4.1	5.7999999999999994e-05	AP1-7a:LP-DIR-T3	1	1.29e-06	8.079999999999999e-07	5.72e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP1-7a	0	0	0	-90	373
This study		1.5	320.8	-39.9	AP1-7a:LP-DIR-T	hargrave 2016-04-18 16:42:22	Agate Point	pmagpy-3.4.1	5.920000000000001e-05	AP1-7a:LP-DIR-T4	1	1.28e-06	8.02e-07	6.33e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP1-7a	0	0	0	-90	473
This study		2.4	321.0	-39.9	AP1-7a:LP-DIR-T	hargrave 2016-04-19 12:29:36	Agate Point	pmagpy-3.4.1	5.6999999999999996e-05	AP1-7a:LP-DIR-T5	1	1.87e-06	1.47e-06	5.03e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP1-7a	0	0	0	-90	573
This study		1.9	320.6	-39.7	AP1-7a:LP-DIR-T	hargrave 2016-04-25 12:05:41	Agate Point	pmagpy-3.4.1	4.94e-05	AP1-7a:LP-DIR-T6	1	1.33e-06	7.57e-07	7.93e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP1-7a	0	0	0	-90	623
This study		1.6	321.1	-39.7	AP1-7a:LP-DIR-T	hargrave 2016-04-26 09:00:56	Agate Point	pmagpy-3.4.1	4.49e-05	AP1-7a:LP-DIR-T7	1	9.93e-07	5.69e-07	6.609999999999999e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP1-7a	0	0	0	-90	673
This study		3.0	321.2	-39.7	AP1-7a:LP-DIR-T	hargrave 2016-04-26 16:30:46	Agate Point	pmagpy-3.4.1	3.9899999999999994e-05	AP1-7a:LP-DIR-T8	1	1.6e-06	1.21e-06	6.09e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP1-7a	0	0	0	-90	723
This study		1.4	320.9	-39.5	AP1-7a:LP-DIR-T	hargrave 2016-05-02 13:24:09	Agate Point	pmagpy-3.4.1	3.63e-05	AP1-7a:LP-DIR-T9	1	5.95e-07	5.9e-07	3.48e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP1-7a	0	0	0	-90	748
This study		1.4	323.4	-39.6	AP1-7a:LP-DIR-T	hargrave 2016-05-02 19:47:10	Agate Point	pmagpy-3.4.1	3.28e-05	AP1-7a:LP-DIR-T10	1	6.03e-07	3.87e-07	4.6200000000000003e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP1-7a	0	0	0	-90	773
This study		1.4	321.1	-39.6	AP1-7a:LP-DIR-T	hargrave 2016-05-03 18:40:10	Agate Point	pmagpy-3.4.1	2.6899999999999997e-05	AP1-7a:LP-DIR-T11	1	5.1e-07	3.09e-07	3.24e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP1-7a	0	0	0	-90	798
This study		1.5	321.0	-39.9	AP1-7a:LP-DIR-T	hargrave 2016-05-12 14:20:37	Agate Point	pmagpy-3.4.1	1.74e-05	AP1-7a:LP-DIR-T12	1	3.13e-07	2.5e-07	2.68e-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP1-7a	0	0	0	-90	823
This study		1.8	319.7	-40.0	AP1-7a:LP-DIR-T	hargrave 2016-05-16 12:01:28	Agate Point	pmagpy-3.4.1	1.13e-05	AP1-7a:LP-DIR-T13	1	2.7800000000000003e-07	1.59e-07	1.68e-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP1-7a	0	0	0	-90	833
This study		2.4	320.2	-39.9	AP1-7a:LP-DIR-T	hargrave 2016-05-16 18:01:59	Agate Point	pmagpy-3.4.1	7.78e-06	AP1-7a:LP-DIR-T14	1	2.62e-07	1.7899999999999997e-07	1.1599999999999999e-07	u	273	LT-T-Z:LP-DIR-T	14	g	AP1-7a	0	0	0	-90	843
This study		1.6	322.5	-39.7	AP1-7a:LP-DIR-T	hargrave 2016-05-17 14:19:57	Agate Point	pmagpy-3.4.1	5.99e-06	AP1-7a:LP-DIR-T15	1	1.3800000000000002e-07	7.31e-08	9.12e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP1-7a	0	0	0	-90	848
This study		1.4	322.2	-39.8	AP1-7a:LP-DIR-T	hargrave 2016-05-18 11:12:02	Agate Point	pmagpy-3.4.1	5.05e-06	AP1-7a:LP-DIR-T16	1	9.460000000000001e-08	5.9299999999999995e-08	6.88e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP1-7a	0	0	0	-90	853
This study		1.5	327.9	-41.4	AP1-8a:LP-DIR-T	hargrave 2016-04-08 16:24:57	Agate Point	pmagpy-3.4.1	6.2e-05	AP1-8a:LP-DIR-T1	1	1.12e-06	1.06e-06	6.709999999999999e-07	u	273	LT-NO:LP-DIR-T	1	g	AP1-8a	0	0	0	-90	273
This study		1.3	329.7	-41.4	AP1-8a:LP-DIR-T	hargrave 2016-04-11 16:42:43	Agate Point	pmagpy-3.4.1	5.9e-05	AP1-8a:LP-DIR-T2	1	1.02e-06	8.590000000000001e-07	5.79e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP1-8a	0	0	0	-90	77
This study		1.8	327.0	-41.6	AP1-8a:LP-DIR-T	hargrave 2016-04-18 09:28:15	Agate Point	pmagpy-3.4.1	5.8599999999999995e-05	AP1-8a:LP-DIR-T3	1	1.03e-06	1.4e-06	5.99e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP1-8a	0	0	0	-90	373
This study		1.5	327.9	-41.0	AP1-8a:LP-DIR-T	hargrave 2016-04-18 16:43:36	Agate Point	pmagpy-3.4.1	5.9699999999999994e-05	AP1-8a:LP-DIR-T4	1	1.03e-06	1.19e-06	4.56e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP1-8a	0	0	0	-90	473
This study		0.9	329.1	-40.8	AP1-8a:LP-DIR-T	hargrave 2016-04-19 12:30:49	Agate Point	pmagpy-3.4.1	5.720000000000001e-05	AP1-8a:LP-DIR-T5	1	7.29e-07	5.939999999999999e-07	4.6200000000000003e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP1-8a	0	0	0	-90	573
This study		1.4	329.3	-40.9	AP1-8a:LP-DIR-T	hargrave 2016-04-25 12:07:12	Agate Point	pmagpy-3.4.1	4.8899999999999996e-05	AP1-8a:LP-DIR-T6	1	8.82e-07	6.83e-07	7.28e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP1-8a	0	0	0	-90	623
This study		1.3	328.9	-40.9	AP1-8a:LP-DIR-T	hargrave 2016-04-26 09:02:28	Agate Point	pmagpy-3.4.1	4.36e-05	AP1-8a:LP-DIR-T7	1	7.35e-07	5.38e-07	5.75e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP1-8a	0	0	0	-90	673
This study		1.6	327.4	-40.7	AP1-8a:LP-DIR-T	hargrave 2016-04-26 16:32:19	Agate Point	pmagpy-3.4.1	3.929999999999999e-05	AP1-8a:LP-DIR-T8	1	8.659999999999999e-07	6.6e-07	5.03e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP1-8a	0	0	0	-90	723
This study		1.5	328.7	-40.6	AP1-8a:LP-DIR-T	hargrave 2016-05-02 13:25:41	Agate Point	pmagpy-3.4.1	3.6099999999999997e-05	AP1-8a:LP-DIR-T9	1	5.62e-07	6.84e-07	3.6299999999999995e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP1-8a	0	0	0	-90	748
This study		1.3	330.7	-40.7	AP1-8a:LP-DIR-T	hargrave 2016-05-02 19:48:42	Agate Point	pmagpy-3.4.1	3.32e-05	AP1-8a:LP-DIR-T10	1	5.32e-07	4.49e-07	4.43e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP1-8a	0	0	0	-90	773
This study		1.4	329.4	-40.5	AP1-8a:LP-DIR-T	hargrave 2016-05-03 18:41:42	Agate Point	pmagpy-3.4.1	2.8699999999999996e-05	AP1-8a:LP-DIR-T11	1	4.39e-07	5.5e-07	3.1e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP1-8a	0	0	0	-90	798
This study		1.4	328.3	-40.5	AP1-8a:LP-DIR-T	hargrave 2016-05-12 14:22:09	Agate Point	pmagpy-3.4.1	2.09e-05	AP1-8a:LP-DIR-T12	1	3.83e-07	2.87e-07	2.98e-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP1-8a	0	0	0	-90	823
This study		1.4	328.9	-40.4	AP1-8a:LP-DIR-T	hargrave 2016-05-16 12:03:05	Agate Point	pmagpy-3.4.1	1.3699999999999998e-05	AP1-8a:LP-DIR-T13	1	2.8300000000000003e-07	1.67e-07	1.83e-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP1-8a	0	0	0	-90	833
This study		1.6	329.8	-40.3	AP1-8a:LP-DIR-T	hargrave 2016-05-16 18:03:32	Agate Point	pmagpy-3.4.1	8.39e-06	AP1-8a:LP-DIR-T14	1	1.96e-07	1.0900000000000001e-07	1.11e-07	u	273	LT-T-Z:LP-DIR-T	14	g	AP1-8a	0	0	0	-90	843
This study		1.5	330.3	-39.9	AP1-8a:LP-DIR-T	hargrave 2016-05-17 14:21:29	Agate Point	pmagpy-3.4.1	5.95e-06	AP1-8a:LP-DIR-T15	1	9.289999999999999e-08	1.1599999999999999e-07	8e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP1-8a	0	0	0	-90	848
This study		1.7	329.7	-40.0	AP1-8a:LP-DIR-T	hargrave 2016-05-18 11:13:34	Agate Point	pmagpy-3.4.1	4.81e-06	AP1-8a:LP-DIR-T16	1	7.969999999999999e-08	1.1699999999999999e-07	5.0499999999999996e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP1-8a	0	0	0	-90	853
This study		0.9	323.7	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-08 16:26:28	Agate Point	pmagpy-3.4.1	2.14e-05	AP2-1a:LP-DIR-T1	1	2.2699999999999998e-07	1.92e-07	1.98e-07	u	273	LT-NO:LP-DIR-T	1	g	AP2-1a	0	0	0	-90	273
This study		3.8	322.6	-22.3	AP2-1a:LP-DIR-T	hargrave 2016-04-11 16:44:15	Agate Point	pmagpy-3.4.1	1.9399999999999997e-05	AP2-1a:LP-DIR-T2	1	7.970000000000001e-07	1e-06	1.72e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-1a	0	0	0	-90	77
This study		1.2	326.0	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-18 09:29:28	Agate Point	pmagpy-3.4.1	1.91e-05	AP2-1a:LP-DIR-T3	1	2.23e-07	3.05e-07	1.7600000000000001e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-1a	0	0	0	-90	373
This study		1.5	323.9	-22.6	AP2-1a:LP-DIR-T	hargrave 2016-04-18 16:44:49	Agate Point	pmagpy-3.4.1	1.91e-05	AP2-1a:LP-DIR-T4	1	2.98e-07	3.5899999999999997e-07	1.67e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-1a	0	0	0	-90	473
This study		0.7	325.6	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-19 12:32:02	Agate Point	pmagpy-3.4.1	1.89e-05	AP2-1a:LP-DIR-T5	1	1.49e-07	1.28e-07	1.75e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-1a	0	0	0	-90	573
This study		2.4	324.5	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-25 12:08:44	Agate Point	pmagpy-3.4.1	1.75e-05	AP2-1a:LP-DIR-T6	1	4.06e-07	5.7e-07	2.3800000000000001e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-1a	0	0	0	-90	623
This study		1.7	326.3	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-26 09:03:59	Agate Point	pmagpy-3.4.1	1.65e-05	AP2-1a:LP-DIR-T7	1	3.02e-07	3.47e-07	2e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-1a	0	0	0	-90	673
This study		1.0	324.5	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-04-26 16:33:52	Agate Point	pmagpy-3.4.1	1.53e-05	AP2-1a:LP-DIR-T8	1	1.6300000000000002e-07	1.55e-07	1.8800000000000002e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-1a	0	0	0	-90	723
This study		1.5	326.6	-22.5	AP2-1a:LP-DIR-T	hargrave 2016-05-02 13:27:13	Agate Point	pmagpy-3.4.1	1.4099999999999999e-05	AP2-1a:LP-DIR-T9	1	2.1800000000000002e-07	2.47e-07	1.55e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-1a	0	0	0	-90	748
This study		1.0	326.5	-22.6	AP2-1a:LP-DIR-T	hargrave 2016-05-02 19:50:14	Agate Point	pmagpy-3.4.1	1.3000000000000001e-05	AP2-1a:LP-DIR-T10	1	1.6e-07	1.37e-07	1.44e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-1a	0	0	0	-90	773
This study		1.1	325.5	-22.3	AP2-1a:LP-DIR-T	hargrave 2016-05-03 18:43:13	Agate Point	pmagpy-3.4.1	1.1400000000000001e-05	AP2-1a:LP-DIR-T11	1	1.5199999999999998e-07	1.4e-07	1.1900000000000001e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-1a	0	0	0	-90	798
This study		1.9	326.6	-22.8	AP2-1a:LP-DIR-T	hargrave 2016-05-12 14:23:40	Agate Point	pmagpy-3.4.1	8.39e-06	AP2-1a:LP-DIR-T12	1	1.55e-07	2.12e-07	9.71e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-1a	0	0	0	-90	823
This study		1.1	325.4	-22.4	AP2-1a:LP-DIR-T	hargrave 2016-05-16 12:04:36	Agate Point	pmagpy-3.4.1	6.26e-06	AP2-1a:LP-DIR-T13	1	8.81e-08	6.79e-08	6.91e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-1a	0	0	0	-90	833
This study		1.3	324.4	-23.0	AP2-1a:LP-DIR-T	hargrave 2016-05-16 18:05:03	Agate Point	pmagpy-3.4.1	4.06e-06	AP2-1a:LP-DIR-T14	1	5.59e-08	5.7300000000000004e-08	4.77e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-1a	0	0	0	-90	843
This study		1.2	326.1	-23.6	AP2-1a:LP-DIR-T	hargrave 2016-05-17 14:23:51	Agate Point	pmagpy-3.4.1	2.95e-06	AP2-1a:LP-DIR-T15	1	3.7400000000000004e-08	3.86e-08	3.52e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-1a	0	0	0	-90	848
This study		1.0	327.8	-23.0	AP2-1a:LP-DIR-T	hargrave 2016-05-18 11:15:05	Agate Point	pmagpy-3.4.1	2.4e-06	AP2-1a:LP-DIR-T16	1	2.9100000000000002e-08	2.4e-08	2.4e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-1a	0	0	0	-90	853
This study		1.6	258.8	-76.2	AP2-2a:LP-DIR-T	hargrave 2016-04-08 16:28:04	Agate Point	pmagpy-3.4.1	1.95e-05	AP2-2a:LP-DIR-T1	1	4.75e-07	2.81e-07	1.32e-07	u	273	LT-NO:LP-DIR-T	1	g	AP2-2a	0	0	0	-90	273
This study		2.2	259.1	-76.3	AP2-2a:LP-DIR-T	hargrave 2016-04-11 16:45:50	Agate Point	pmagpy-3.4.1	1.84e-05	AP2-2a:LP-DIR-T2	1	6.47e-07	2.69e-07	1.28e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-2a	0	0	0	-90	77
This study		1.7	261.6	-76.2	AP2-2a:LP-DIR-T	hargrave 2016-04-18 09:31:28	Agate Point	pmagpy-3.4.1	1.85e-05	AP2-2a:LP-DIR-T3	1	4.7299999999999996e-07	2.88e-07	1.35e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-2a	0	0	0	-90	373
This study		1.5	273.3	-75.8	AP2-2a:LP-DIR-T	hargrave 2016-04-18 16:46:10	Agate Point	pmagpy-3.4.1	1.98e-05	AP2-2a:LP-DIR-T4	1	4.2600000000000003e-07	2.94e-07	1.4e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-2a	0	0	0	-90	473
This study		1.6	276.5	-75.4	AP2-2a:LP-DIR-T	hargrave 2016-04-19 12:33:19	Agate Point	pmagpy-3.4.1	1.84e-05	AP2-2a:LP-DIR-T5	1	4.5399999999999996e-07	2.72e-07	1.1599999999999999e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-2a	0	0	0	-90	573
This study		2.2	277.6	-75.2	AP2-2a:LP-DIR-T	hargrave 2016-04-25 12:10:20	Agate Point	pmagpy-3.4.1	1.4499999999999998e-05	AP2-2a:LP-DIR-T6	1	4.75e-07	2.7800000000000003e-07	1.87e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-2a	0	0	0	-90	623
This study		2.2	279.6	-75.1	AP2-2a:LP-DIR-T	hargrave 2016-04-26 09:05:40	Agate Point	pmagpy-3.4.1	1.31e-05	AP2-2a:LP-DIR-T7	1	4.35e-07	2.5e-07	1.56e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-2a	0	0	0	-90	673
This study		2.1	279.5	-74.9	AP2-2a:LP-DIR-T	hargrave 2016-04-26 16:35:28	Agate Point	pmagpy-3.4.1	1.1900000000000001e-05	AP2-2a:LP-DIR-T8	1	3.7200000000000005e-07	2.28e-07	1.32e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-2a	0	0	0	-90	723
This study		1.6	281.5	-75.3	AP2-2a:LP-DIR-T	hargrave 2016-05-02 13:29:39	Agate Point	pmagpy-3.4.1	1.09e-05	AP2-2a:LP-DIR-T9	1	2.19e-07	2.01e-07	7.37e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-2a	0	0	0	-90	748
This study		2.0	280.9	-75.3	AP2-2a:LP-DIR-T	hargrave 2016-05-02 19:51:50	Agate Point	pmagpy-3.4.1	1.0199999999999999e-05	AP2-2a:LP-DIR-T10	1	2.93e-07	1.8600000000000002e-07	1.28e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-2a	0	0	0	-90	773
This study		1.7	283.0	-75.4	AP2-2a:LP-DIR-T	hargrave 2016-05-03 18:44:48	Agate Point	pmagpy-3.4.1	8.94e-06	AP2-2a:LP-DIR-T11	1	2.12e-07	1.6300000000000002e-07	9.560000000000001e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-2a	0	0	0	-90	798
This study		2.0	279.0	-75.4	AP2-2a:LP-DIR-T	hargrave 2016-05-12 14:26:07	Agate Point	pmagpy-3.4.1	7e-06	AP2-2a:LP-DIR-T12	1	2.1300000000000001e-07	1.24e-07	7.940000000000001e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-2a	0	0	0	-90	823
This study		2.0	280.2	-75.5	AP2-2a:LP-DIR-T	hargrave 2016-05-16 12:06:12	Agate Point	pmagpy-3.4.1	5.44e-06	AP2-2a:LP-DIR-T13	1	1.59e-07	9.64e-08	6.900000000000001e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-2a	0	0	0	-90	833
This study		2.2	279.6	-75.5	AP2-2a:LP-DIR-T	hargrave 2016-05-16 18:06:38	Agate Point	pmagpy-3.4.1	3.8e-06	AP2-2a:LP-DIR-T14	1	1.33e-07	6.89e-08	4.67e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-2a	0	0	0	-90	843
This study		1.9	280.2	-75.9	AP2-2a:LP-DIR-T	hargrave 2016-05-17 14:25:25	Agate Point	pmagpy-3.4.1	2.9e-06	AP2-2a:LP-DIR-T15	1	8.09e-08	5.22e-08	3.5e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-2a	0	0	0	-90	848
This study		1.6	282.3	-75.6	AP2-2a:LP-DIR-T	hargrave 2016-05-18 11:16:40	Agate Point	pmagpy-3.4.1	2.4e-06	AP2-2a:LP-DIR-T16	1	5.16e-08	4.0999999999999997e-08	2.28e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-2a	0	0	0	-90	853
This study		2.0	57.4	-43.9	AP2-3a:LP-DIR-T	hargrave 2016-04-08 16:32:44	Agate Point	pmagpy-3.4.1	1.29e-05	AP2-3a:LP-DIR-T1	1	2.3399999999999998e-07	3.5899999999999997e-07	1.5e-07	u	273	LT-NO:LP-DIR-T	1	g	AP2-3a	0	0	0	-90	273
This study		2.4	55.8	-45.1	AP2-3a:LP-DIR-T	hargrave 2016-04-11 16:49:37	Agate Point	pmagpy-3.4.1	1.1900000000000001e-05	AP2-3a:LP-DIR-T2	1	2.81e-07	4.0399999999999996e-07	1.28e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-3a	0	0	0	-90	77
This study		2.2	57.4	-45.5	AP2-3a:LP-DIR-T	hargrave 2016-04-18 09:35:23	Agate Point	pmagpy-3.4.1	1.1900000000000001e-05	AP2-3a:LP-DIR-T3	1	2.74e-07	3.45e-07	1.1900000000000001e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-3a	0	0	0	-90	373
This study		1.0	56.3	-45.4	AP2-3a:LP-DIR-T	hargrave 2016-04-18 16:50:05	Agate Point	pmagpy-3.4.1	1.1900000000000001e-05	AP2-3a:LP-DIR-T4	1	7.4e-08	1.96e-07	1.0199999999999999e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-3a	0	0	0	-90	473
This study		1.5	58.3	-45.7	AP2-3a:LP-DIR-T	hargrave 2016-04-19 12:36:26	Agate Point	pmagpy-3.4.1	1.18e-05	AP2-3a:LP-DIR-T5	1	1.82e-07	2.47e-07	9.109999999999999e-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-3a	0	0	0	-90	573
This study		1.4	57.3	-45.5	AP2-3a:LP-DIR-T	hargrave 2016-04-25 12:13:24	Agate Point	pmagpy-3.4.1	1.1400000000000001e-05	AP2-3a:LP-DIR-T6	1	1.8800000000000002e-07	1.87e-07	1.54e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-3a	0	0	0	-90	623
This study		1.5	57.7	-45.9	AP2-3a:LP-DIR-T	hargrave 2016-04-26 09:08:40	Agate Point	pmagpy-3.4.1	1.11e-05	AP2-3a:LP-DIR-T7	1	1.59e-07	2.3199999999999999e-07	1.37e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-3a	0	0	0	-90	673
This study		1.4	56.5	-46.1	AP2-3a:LP-DIR-T	hargrave 2016-04-26 16:38:28	Agate Point	pmagpy-3.4.1	1.05e-05	AP2-3a:LP-DIR-T8	1	1.34e-07	2.16e-07	1.23e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-3a	0	0	0	-90	723
