tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	measurement
This study		1.7	325.9	70.7	GB1-3a:LP-DIR-T	hargrave 2016-11-14 19:23:24	Gooseberry	9.560000000000001e-08	2.2e-09	1.9100000000000002e-09	5.820000000000001e-10	1	273	LT-T-Z:LP-DIR-T	25	g	GB1-3	GB1	pmagpy-3.8.9-2	GB1-3a	u	0	0	0.0	-90.0	948.0	GB1-3a:LP-DIR-T25
This study		1.8	321.6	73.0	GB1-3a:LP-DIR-T	hargrave 2016-11-15 18:10:19	Gooseberry	3.56e-08	8.68e-10	7.7e-10	3.88e-10	1	273	LT-T-Z:LP-DIR-T	26	g	GB1-3	GB1	pmagpy-3.8.9-2	GB1-3a	u	0	0	0.0	-90.0	953.0	GB1-3a:LP-DIR-T26
This study		1.9	61.7	54.8	GB1-4a:LP-DIR-T	hargrave 2016-08-17 16:21:29	Gooseberry	3.52e-06	9.54e-08	5.4299999999999997e-08	4.9900000000000003e-08	1	273	LT-NO:LP-DIR-T	1	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	273.0	GB1-4a:LP-DIR-T1
This study		1.9	60.8	54.9	GB1-4a:LP-DIR-T	hargrave 2016-08-17 19:14:08	Gooseberry	3.52e-06	8.01e-08	6.13e-08	5.51e-08	1	273	LT-NO:LP-DIR-T	2	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	273.0	GB1-4a:LP-DIR-T2
This study		2.9	68.2	54.8	GB1-4a:LP-DIR-T	hargrave 2016-08-19 18:04:03	Gooseberry	3.49e-06	1.6100000000000005e-07	5.37e-08	5.81e-08	1	273	LT-LT-Z:LP-DIR-T	3	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	77.0	GB1-4a:LP-DIR-T3
This study		2.0	63.1	54.6	GB1-4a:LP-DIR-T	hargrave 2016-08-26 13:23:53	Gooseberry	3.49e-06	9.76e-08	4.91e-08	5.51e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	373.0	GB1-4a:LP-DIR-T4
This study		1.6	60.8	54.1	GB1-4a:LP-DIR-T	hargrave 2016-08-31 17:26:19	Gooseberry	3.52e-06	7.41e-08	4.55e-08	5.87e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	473.0	GB1-4a:LP-DIR-T5
This study		1.5	60.6	53.7	GB1-4a:LP-DIR-T	hargrave 2016-09-01 14:56:28	Gooseberry	3.38e-06	6.11e-08	4.7000000000000004e-08	5.59e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	573.0	GB1-4a:LP-DIR-T6
This study		1.5	62.4	53.5	GB1-4a:LP-DIR-T	hargrave 2016-09-02 14:20:28	Gooseberry	3.24e-06	5.89e-08	4.440000000000002e-08	5.4e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	623.0	GB1-4a:LP-DIR-T7
This study		1.8	59.4	54.1	GB1-4a:LP-DIR-T	hargrave 2016-09-08 10:25:26	Gooseberry	2.97e-06	7.37e-08	4.28e-08	3.8100000000000004e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	673.0	GB1-4a:LP-DIR-T8
This study		1.4	60.4	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-08 16:34:05	Gooseberry	2.83e-06	5e-08	3.92e-08	3.55e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	698.0	GB1-4a:LP-DIR-T9
This study		2.1	60.0	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-12 10:21:06	Gooseberry	2.64e-06	7.780000000000001e-08	4.7300000000000007e-08	2.7799999999999997e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	723.0	GB1-4a:LP-DIR-T10
This study		1.6	58.2	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-12 21:06:25	Gooseberry	2.48e-06	4.71e-08	4.53e-08	2.66e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	748.0	GB1-4a:LP-DIR-T11
This study		1.9	62.6	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-15 11:06:53	Gooseberry	2.36e-06	6.11e-08	3.73e-08	2.89e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	773.0	GB1-4a:LP-DIR-T12
This study		1.7	61.4	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-19 17:18:51	Gooseberry	2.21e-06	4.77e-08	3.5e-08	2.77e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	798.0	GB1-4a:LP-DIR-T13
This study		3.2	60.1	54.0	GB1-4a:LP-DIR-T	hargrave 2016-09-22 16:19:53	Gooseberry	1.98e-06	9.77e-08	5.019999999999999e-08	2.8700000000000002e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	823.0	GB1-4a:LP-DIR-T14
This study		1.8	57.4	53.5	GB1-4a:LP-DIR-T	hargrave 2016-09-29 09:56:21	Gooseberry	1.78e-06	4.5999999999999995e-08	2.61e-08	2.5899999999999997e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	833.0	GB1-4a:LP-DIR-T15
This study		2.2	61.1	53.7	GB1-4a:LP-DIR-T	hargrave 2016-10-03 16:58:30	Gooseberry	1.66e-06	4.59e-08	4.3099999999999996e-08	1.66e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	843.0	GB1-4a:LP-DIR-T16
This study		1.7	63.0	54.0	GB1-4a:LP-DIR-T	hargrave 2016-10-08 13:33:55	Gooseberry	1.55e-06	3.16e-08	2.6800000000000002e-08	1.84e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	848.0	GB1-4a:LP-DIR-T17
This study		1.5	62.9	53.9	GB1-4a:LP-DIR-T	hargrave 2016-10-20 11:33:07	Gooseberry	1.44e-06	2.8300000000000002e-08	2.3799999999999998e-08	1.26e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	853.0	GB1-4a:LP-DIR-T18
This study		2.3	62.8	53.7	GB1-4a:LP-DIR-T	hargrave 2016-10-24 23:38:15	Gooseberry	1.16e-06	3.67e-08	2.65e-08	8.46e-09	1	273	LT-T-Z:LP-DIR-T	19	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	868.0	GB1-4a:LP-DIR-T19
This study		3.8	62.5	53.6	GB1-4a:LP-DIR-T	hargrave 2016-11-07 09:57:27	Gooseberry	5.44e-07	3.12e-08	1.86e-08	3.03e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	883.0	GB1-4a:LP-DIR-T20
This study		1.5	62.3	54.1	GB1-4a:LP-DIR-T	hargrave 2016-11-08 11:21:01	Gooseberry	3.64e-07	7.1499999999999995e-09	6.1e-09	2.36e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	898.0	GB1-4a:LP-DIR-T21
This study		2.5	59.8	54.1	GB1-4a:LP-DIR-T	hargrave 2016-11-09 10:17:58	Gooseberry	2.3399999999999998e-07	8.1e-09	5.8499999999999994e-09	1.92e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	913.0	GB1-4a:LP-DIR-T22
This study		2.0	60.0	54.3	GB1-4a:LP-DIR-T	hargrave 2016-11-10 11:02:56	Gooseberry	2e-07	5.96e-09	3.1e-09	1.95e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	928.0	GB1-4a:LP-DIR-T23
This study		1.6	61.4	54.0	GB1-4a:LP-DIR-T	hargrave 2016-11-11 12:00:13	Gooseberry	1.42e-07	3.02e-09	2.2e-09	1.15e-09	1	273	LT-T-Z:LP-DIR-T	24	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	938.0	GB1-4a:LP-DIR-T24
This study		1.4	61.8	55.7	GB1-4a:LP-DIR-T	hargrave 2016-11-14 19:25:07	Gooseberry	9e-08	1.57e-09	1.6800000000000004e-09	5.01e-10	1	273	LT-T-Z:LP-DIR-T	25	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	948.0	GB1-4a:LP-DIR-T25
This study		1.9	73.5	56.9	GB1-4a:LP-DIR-T	hargrave 2016-11-15 18:12:02	Gooseberry	2.7900000000000002e-08	8.269999999999999e-10	3.9100000000000005e-10	2.83e-10	1	273	LT-T-Z:LP-DIR-T	26	g	GB1-4	GB1	pmagpy-3.8.9-2	GB1-4a	u	0	0	0.0	-90.0	953.0	GB1-4a:LP-DIR-T26
This study		1.8	102.9	27.3	GB1-5a:LP-DIR-T	hargrave 2016-08-17 16:23:17	Gooseberry	3.35e-06	5.08e-08	3.8900000000000004e-08	8.16e-08	1	273	LT-NO:LP-DIR-T	1	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	273.0	GB1-5a:LP-DIR-T1
This study		1.7	103.1	27.4	GB1-5a:LP-DIR-T	hargrave 2016-08-17 19:15:56	Gooseberry	3.35e-06	5.6399999999999995e-08	3.17e-08	7.59e-08	1	273	LT-NO:LP-DIR-T	2	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	273.0	GB1-5a:LP-DIR-T2
This study		2.2	104.0	26.9	GB1-5a:LP-DIR-T	hargrave 2016-08-19 18:05:52	Gooseberry	3.33e-06	8.48e-08	3.5699999999999995e-08	9.37e-08	1	273	LT-LT-Z:LP-DIR-T	3	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	77.0	GB1-5a:LP-DIR-T3
This study		2.1	105.3	27.0	GB1-5a:LP-DIR-T	hargrave 2016-08-26 13:25:41	Gooseberry	3.33e-06	8.84e-08	2.74e-08	7.86e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	373.0	GB1-5a:LP-DIR-T4
This study		2.1	104.1	26.5	GB1-5a:LP-DIR-T	hargrave 2016-08-31 17:27:51	Gooseberry	3.38e-06	8.949999999999997e-08	4.7300000000000007e-08	7.780000000000001e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	473.0	GB1-5a:LP-DIR-T5
This study		2.4	101.9	26.2	GB1-5a:LP-DIR-T	hargrave 2016-09-01 14:58:51	Gooseberry	3.29e-06	1.04e-07	5.1799999999999994e-08	7.620000000000001e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	573.0	GB1-5a:LP-DIR-T6
This study		1.6	103.3	26.1	GB1-5a:LP-DIR-T	hargrave 2016-09-02 14:22:00	Gooseberry	3.18e-06	4.51e-08	3.11e-08	7.2e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	623.0	GB1-5a:LP-DIR-T7
This study		1.2	103.5	26.8	GB1-5a:LP-DIR-T	hargrave 2016-09-08 10:26:40	Gooseberry	3e-06	2.96e-08	2.0699999999999997e-08	5.5800000000000003e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	673.0	GB1-5a:LP-DIR-T8
This study		1.6	97.8	26.6	GB1-5a:LP-DIR-T	hargrave 2016-09-08 16:36:15	Gooseberry	2.89e-06	5.7400000000000004e-08	2.14e-08	5.59e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	698.0	GB1-5a:LP-DIR-T9
This study		4.5	102.2	26.7	GB1-5a:LP-DIR-T	hargrave 2016-09-12 10:22:53	Gooseberry	2.72e-06	2.01e-07	6.33e-08	5.1299999999999996e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	723.0	GB1-5a:LP-DIR-T10
This study		5.0	97.2	26.7	GB1-5a:LP-DIR-T	hargrave 2016-09-12 21:08:15	Gooseberry	2.58e-06	2.1300000000000001e-07	5.3499999999999996e-08	5.71e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	748.0	GB1-5a:LP-DIR-T11
This study		1.8	103.6	26.7	GB1-5a:LP-DIR-T	hargrave 2016-09-15 11:08:26	Gooseberry	2.45e-06	5.22e-08	3.19e-08	4.85e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	773.0	GB1-5a:LP-DIR-T12
This study		1.7	102.2	26.8	GB1-5a:LP-DIR-T	hargrave 2016-09-19 17:20:22	Gooseberry	2.31e-06	3.06e-08	2.84e-08	5.57e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	798.0	GB1-5a:LP-DIR-T13
This study		5.4	100.9	26.9	GB1-5a:LP-DIR-T	hargrave 2016-09-22 16:21:29	Gooseberry	2e-06	1.83e-07	4.4000000000000004e-08	3.39e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	823.0	GB1-5a:LP-DIR-T14
This study		4.1	101.5	26.7	GB1-5a:LP-DIR-T	hargrave 2016-09-29 09:57:58	Gooseberry	1.83e-06	1.1800000000000001e-07	4.08e-08	4.13e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	833.0	GB1-5a:LP-DIR-T15
This study		3.1	104.0	26.8	GB1-5a:LP-DIR-T	hargrave 2016-10-03 17:00:19	Gooseberry	1.69e-06	8.01e-08	3.16e-08	2.8e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	843.0	GB1-5a:LP-DIR-T16
This study		2.6	104.0	27.0	GB1-5a:LP-DIR-T	hargrave 2016-10-08 13:35:37	Gooseberry	1.58e-06	6.049999999999999e-08	2.7e-08	2.73e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	848.0	GB1-5a:LP-DIR-T17
This study		1.7	105.3	27.2	GB1-5a:LP-DIR-T	hargrave 2016-10-20 11:34:59	Gooseberry	1.46e-06	2.94e-08	1.8e-08	2.5e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	853.0	GB1-5a:LP-DIR-T18
This study		6.6	101.0	27.0	GB1-5a:LP-DIR-T	hargrave 2016-10-24 23:39:50	Gooseberry	1.17e-06	1.31e-07	3.5099999999999997e-08	1.98e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	868.0	GB1-5a:LP-DIR-T19
This study		4.0	104.2	26.5	GB1-5a:LP-DIR-T	hargrave 2016-11-07 09:59:16	Gooseberry	4.93e-07	3.2e-08	1.07e-08	7.090000000000002e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	883.0	GB1-5a:LP-DIR-T20
This study		2.3	103.8	27.3	GB1-5a:LP-DIR-T	hargrave 2016-11-08 11:22:48	Gooseberry	3.7100000000000003e-07	1.24e-08	5.4e-09	5.98e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	898.0	GB1-5a:LP-DIR-T21
This study		4.5	98.5	26.7	GB1-5a:LP-DIR-T	hargrave 2016-11-09 10:20:37	Gooseberry	2.51e-07	1.8999999999999998e-08	4.25e-09	3.510000000000001e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	913.0	GB1-5a:LP-DIR-T22
This study		1.2	102.3	26.6	GB1-5a:LP-DIR-T	hargrave 2016-11-10 11:06:42	Gooseberry	2.1300000000000001e-07	3.37e-09	2.3399999999999998e-09	2.59e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	928.0	GB1-5a:LP-DIR-T23
This study		4.5	109.2	27.6	GB1-5a:LP-DIR-T	hargrave 2016-11-11 12:02:05	Gooseberry	1.4e-07	1.01e-08	3.87e-09	1.61e-09	1	273	LT-T-Z:LP-DIR-T	24	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	938.0	GB1-5a:LP-DIR-T24
This study		1.8	102.1	29.0	GB1-5a:LP-DIR-T	hargrave 2016-11-14 19:26:55	Gooseberry	9.67e-08	2.42e-09	1.29e-09	1.49e-09	1	273	LT-T-Z:LP-DIR-T	25	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	948.0	GB1-5a:LP-DIR-T25
This study		2.9	111.3	28.2	GB1-5a:LP-DIR-T	hargrave 2016-11-15 18:13:50	Gooseberry	3.15e-08	1.21e-09	8.34e-10	7.000000000000001e-10	1	273	LT-T-Z:LP-DIR-T	26	g	GB1-5	GB1	pmagpy-3.8.9-2	GB1-5a	u	0	0	0.0	-90.0	953.0	GB1-5a:LP-DIR-T26
This study		2.4	308.8	49.6	GB1-6a:LP-DIR-T	hargrave 2016-08-17 16:25:10	Gooseberry	4.2e-06	1.5199999999999998e-07	7.98e-08	5.96e-08	1	273	LT-NO:LP-DIR-T	1	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	273.0	GB1-6a:LP-DIR-T1
This study		2.8	308.1	49.5	GB1-6a:LP-DIR-T	hargrave 2016-08-17 19:17:48	Gooseberry	4.2e-06	1.78e-07	9.49e-08	5.68e-08	1	273	LT-NO:LP-DIR-T	2	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	273.0	GB1-6a:LP-DIR-T2
This study		4.5	306.1	49.6	GB1-6a:LP-DIR-T	hargrave 2016-08-19 18:07:44	Gooseberry	4.16e-06	2.8e-07	1.6300000000000002e-07	5.11e-08	1	273	LT-LT-Z:LP-DIR-T	3	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	77.0	GB1-6a:LP-DIR-T3
This study		1.5	311.0	49.5	GB1-6a:LP-DIR-T	hargrave 2016-08-26 13:28:24	Gooseberry	4.17e-06	7.59e-08	6.67e-08	5.5800000000000003e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	373.0	GB1-6a:LP-DIR-T4
This study		2.1	310.3	48.6	GB1-6a:LP-DIR-T	hargrave 2016-08-31 17:29:28	Gooseberry	4.2e-06	1.26e-07	7.43e-08	5.0700000000000004e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	473.0	GB1-6a:LP-DIR-T5
This study		1.9	311.6	48.3	GB1-6a:LP-DIR-T	hargrave 2016-09-01 15:01:19	Gooseberry	4.23e-06	1.12e-07	6.68e-08	5.610000000000001e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	573.0	GB1-6a:LP-DIR-T6
This study		2.1	311.3	48.1	GB1-6a:LP-DIR-T	hargrave 2016-09-02 14:23:38	Gooseberry	4.1e-06	1.2e-07	7.36e-08	5.31e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	623.0	GB1-6a:LP-DIR-T7
This study		1.9	310.4	47.6	GB1-6a:LP-DIR-T	hargrave 2016-09-08 10:28:39	Gooseberry	3.83e-06	1.04e-07	7.87e-08	3.12e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	673.0	GB1-6a:LP-DIR-T8
This study		2.1	308.0	47.4	GB1-6a:LP-DIR-T	hargrave 2016-09-08 16:38:20	Gooseberry	3.65e-06	1.13e-07	8.48e-08	2.66e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	698.0	GB1-6a:LP-DIR-T9
This study		1.9	310.6	47.5	GB1-6a:LP-DIR-T	hargrave 2016-09-12 10:24:45	Gooseberry	3.4e-06	7.809999999999999e-08	8.83e-08	2.2599999999999997e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	723.0	GB1-6a:LP-DIR-T10
This study		1.4	308.1	47.5	GB1-6a:LP-DIR-T	hargrave 2016-09-12 21:10:09	Gooseberry	3.17e-06	5.81e-08	5.610000000000001e-08	3.52e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	748.0	GB1-6a:LP-DIR-T11
This study		1.4	311.0	47.1	GB1-6a:LP-DIR-T	hargrave 2016-09-15 11:10:03	Gooseberry	2.94e-06	4.69e-08	5.8499999999999994e-08	2.27e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	773.0	GB1-6a:LP-DIR-T12
This study		2.1	310.0	47.3	GB1-6a:LP-DIR-T	hargrave 2016-09-19 17:21:58	Gooseberry	2.71e-06	7.47e-08	6.719999999999999e-08	2.3100000000000002e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	798.0	GB1-6a:LP-DIR-T13
This study		2.5	310.4	47.2	GB1-6a:LP-DIR-T	hargrave 2016-09-22 16:23:05	Gooseberry	2.35e-06	6.88e-08	7.8e-08	1.78e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	823.0	GB1-6a:LP-DIR-T14
This study		1.5	307.2	47.0	GB1-6a:LP-DIR-T	hargrave 2016-09-29 09:59:40	Gooseberry	2.09e-06	4.0899999999999996e-08	4.3e-08	1.22e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	833.0	GB1-6a:LP-DIR-T15
This study		3.2	311.3	47.2	GB1-6a:LP-DIR-T	hargrave 2016-10-03 17:02:11	Gooseberry	1.86e-06	7.56e-08	6.94e-08	2.0099999999999998e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	843.0	GB1-6a:LP-DIR-T16
This study		1.5	312.9	47.2	GB1-6a:LP-DIR-T	hargrave 2016-10-08 13:37:20	Gooseberry	1.7e-06	2.85e-08	3.31e-08	1.63e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	848.0	GB1-6a:LP-DIR-T17
This study		2.5	311.7	47.2	GB1-6a:LP-DIR-T	hargrave 2016-10-20 11:36:54	Gooseberry	1.53e-06	4.7599999999999996e-08	4.75e-08	1.4499999999999999e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	853.0	GB1-6a:LP-DIR-T18
This study		1.5	313.1	47.2	GB1-6a:LP-DIR-T	hargrave 2016-10-24 23:41:26	Gooseberry	1.13e-06	1.96e-08	2.2400000000000002e-08	1.22e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	868.0	GB1-6a:LP-DIR-T19
This study		2.6	307.3	46.9	GB1-6a:LP-DIR-T	hargrave 2016-11-07 10:01:07	Gooseberry	5.25e-07	1.6799999999999998e-08	1.7e-08	4.88e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	883.0	GB1-6a:LP-DIR-T20
This study		2.2	310.3	47.1	GB1-6a:LP-DIR-T	hargrave 2016-11-08 11:24:40	Gooseberry	4.3299999999999997e-07	1.16e-08	1.18e-08	4.45e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	898.0	GB1-6a:LP-DIR-T21
This study		1.7	310.7	46.3	GB1-6a:LP-DIR-T	hargrave 2016-11-09 10:22:31	Gooseberry	3.34e-07	7.48e-09	6.54e-09	3.510000000000001e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB1-6	GB1	pmagpy-3.8.9-2	GB1-6a	u	0	0	0.0	-90.0	913.0	GB1-6a:LP-DIR-T22
