tab	specimens
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen	weight
	This study		HT	0.1	308.1	44.5	1.9	1	15	100	GB23-10a:LP-DIR-T	hargrave 2017-03-14 10:45:14	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-10	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-10a	0.001
	This study		HT	0.5	121.7	26.8	1.4	1	15	-1	GB23-11a:LP-DIR-T	hargrave 2017-03-14 10:46:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-11	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-11a	0.001
	This study		HT	0.5	290.0	40.5	1.4	1	15	0	GB23-11a:LP-DIR-T	hargrave 2017-03-14 10:46:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-11	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-11a	0.001
	This study		HT	0.5	289.9	50.0	1.4	1	15	100	GB23-11a:LP-DIR-T	hargrave 2017-03-14 10:46:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-11	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-11a	0.001
	This study		HT	0.1	135.0	-57.4	2.6	1	19	-1	GB23-13a:LP-DIR-T	hargrave 2017-03-14 10:48:13	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB23-13	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-13a	0.001
	This study		HT	0.1	260.6	-23.6	2.6	1	19	0	GB23-13a:LP-DIR-T	hargrave 2017-03-14 10:48:13	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB23-13	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-13a	0.001
	This study		HT	0.1	262.2	-15.4	2.6	1	19	100	GB23-13a:LP-DIR-T	hargrave 2017-03-14 10:48:13	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB23-13	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-13a	0.001
	This study		HT	0.3	134.5	-7.5	2.4	1	19	-1	GB23-1a:LP-DIR-T	hargrave 2017-03-14 10:33:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-1	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-1a	0.001
	This study		HT	0.3	299.9	36.6	2.4	1	19	0	GB23-1a:LP-DIR-T	hargrave 2017-03-14 10:33:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-1	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-1a	0.001
	This study		HT	0.3	301.3	45.9	2.4	1	19	100	GB23-1a:LP-DIR-T	hargrave 2017-03-14 10:33:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-1	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-1a	0.001
	This study		HT	1.0	128.8	17.6	2.6	1	19	-1	GB23-3a:LP-DIR-T	hargrave 2017-03-14 10:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-3	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-3a	0.001
	This study		HT	1.0	303.4	37.3	2.6	1	19	0	GB23-3a:LP-DIR-T	hargrave 2017-03-14 10:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-3	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-3a	0.001
	This study		HT	1.0	305.5	46.6	2.6	1	19	100	GB23-3a:LP-DIR-T	hargrave 2017-03-14 10:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-3	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-3a	0.001
	This study		HT	0.2	125.7	-19.0	3.1	1	19	-1	GB23-4a:LP-DIR-T	hargrave 2017-03-14 10:36:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-4	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-4a	0.001
	This study		HT	0.2	295.5	29.6	3.1	1	19	0	GB23-4a:LP-DIR-T	hargrave 2017-03-14 10:36:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-4	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-4a	0.001
	This study		HT	0.2	296.1	39.1	3.1	1	19	100	GB23-4a:LP-DIR-T	hargrave 2017-03-14 10:36:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-4	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-4a	0.001
	This study		HT	1.4	132.6	2.2	4.6	1	19	-1	GB23-5a:LP-DIR-T	hargrave 2017-03-14 12:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-5	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-5a	0.001
	This study		HT	1.4	292.0	34.7	4.6	1	19	0	GB23-5a:LP-DIR-T	hargrave 2017-03-14 12:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-5	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-5a	0.001
	This study		HT	1.4	292.2	44.2	4.6	1	19	100	GB23-5a:LP-DIR-T	hargrave 2017-03-14 12:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-5	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-5a	0.001
	This study		HT	0.9	205.0	28.9	2.2	1	19	-1	GB23-7a:LP-DIR-T	hargrave 2017-03-14 10:41:58	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-7	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-7a	0.001
	This study		HT	0.9	295.5	32.5	2.2	1	19	0	GB23-7a:LP-DIR-T	hargrave 2017-03-14 10:41:58	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-7	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-7a	0.001
	This study		HT	0.9	296.1	42.0	2.2	1	19	100	GB23-7a:LP-DIR-T	hargrave 2017-03-14 10:41:58	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-7	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-7a	0.001
	This study		HT	1.4	212.2	26.4	3.3	1	15	-1	GB23-8a:LP-DIR-T	hargrave 2017-03-14 10:43:38	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-8	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-8a	0.001
	This study		HT	1.4	305.5	31.4	3.3	1	15	0	GB23-8a:LP-DIR-T	hargrave 2017-03-14 10:43:38	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-8	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-8a	0.001
	This study		HT	1.4	307.4	40.6	3.3	1	15	100	GB23-8a:LP-DIR-T	hargrave 2017-03-14 10:43:38	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB23-8	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-8a	0.001
	This study		HT	0.5	128.7	26.2	3.3	1	19	-1	GB24-10a:LP-DIR-T	hargrave 2017-03-14 11:06:06	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-10	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-10a	0.001
	This study		HT	0.5	301.1	37.9	3.3	1	19	0	GB24-10a:LP-DIR-T	hargrave 2017-03-14 11:06:06	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-10	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-10a	0.001
	This study		HT	0.5	302.8	47.2	3.3	1	19	100	GB24-10a:LP-DIR-T	hargrave 2017-03-14 11:06:06	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-10	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-10a	0.001
	This study		HT	2.0	125.7	9.1	6.0	1	19	-1	GB24-1a:LP-DIR-T	hargrave 2017-03-14 10:49:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-1	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-1a	0.001
	This study		HT	2.0	295.7	35.7	6.0	1	19	0	GB24-1a:LP-DIR-T	hargrave 2017-03-14 10:49:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-1	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-1a	0.001
	This study		HT	2.0	296.5	45.1	6.0	1	19	100	GB24-1a:LP-DIR-T	hargrave 2017-03-14 10:49:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-1	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-1a	0.001
	This study		HT	0.3	119.2	52.4	2.1	1	19	-1	GB24-2a:LP-DIR-T	hargrave 2017-03-14 10:51:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-2	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-2a	0.001
	This study		HT	0.3	299.1	39.4	2.1	1	19	0	GB24-2a:LP-DIR-T	hargrave 2017-03-14 10:51:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-2	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-2a	0.001
	This study		HT	0.3	300.6	48.8	2.1	1	19	100	GB24-2a:LP-DIR-T	hargrave 2017-03-14 10:51:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-2	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-2a	0.001
	This study		HT	0.1	168.4	-35.0	2.4	1	15	-1	GB24-3a:LP-DIR-T	hargrave 2017-03-14 10:52:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-3	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-3a	0.001
	This study		HT	0.1	297.3	38.8	2.4	1	15	0	GB24-3a:LP-DIR-T	hargrave 2017-03-14 10:52:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-3	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-3a	0.001
	This study		HT	0.1	298.4	48.3	2.4	1	15	100	GB24-3a:LP-DIR-T	hargrave 2017-03-14 10:52:45	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-3	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-3a	0.001
	This study		HT	0.2	144.6	-26.5	3.0	1	19	-1	GB24-4a:LP-DIR-T	hargrave 2017-03-14 10:54:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-4	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-4a	0.001
	This study		HT	0.2	296.6	37.6	3.0	1	19	0	GB24-4a:LP-DIR-T	hargrave 2017-03-14 10:54:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-4	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-4a	0.001
	This study		HT	0.2	297.6	47.1	3.0	1	19	100	GB24-4a:LP-DIR-T	hargrave 2017-03-14 10:54:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-4	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-4a	0.001
	This study		HT	0.1	122.6	-15.5	2.3	1	19	-1	GB24-5a:LP-DIR-T	hargrave 2017-03-14 10:56:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-5	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-5a	0.001
	This study		HT	0.1	291.5	28.1	2.3	1	19	0	GB24-5a:LP-DIR-T	hargrave 2017-03-14 10:56:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-5	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-5a	0.001
	This study		HT	0.1	291.6	37.6	2.3	1	19	100	GB24-5a:LP-DIR-T	hargrave 2017-03-14 10:56:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-5	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-5a	0.001
	This study		HT	0.3	137.4	0.4	2.9	1	19	-1	GB24-6a:LP-DIR-T	hargrave 2017-03-14 11:00:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-6	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-6a	0.001
	This study		HT	0.3	288.7	30.5	2.9	1	19	0	GB24-6a:LP-DIR-T	hargrave 2017-03-14 11:00:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-6	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-6a	0.001
	This study		HT	0.3	288.5	40.0	2.9	1	19	100	GB24-6a:LP-DIR-T	hargrave 2017-03-14 11:00:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-6	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-6a	0.001
	This study		HT	0.3	135.3	17.5	2.2	1	19	-1	GB24-7a:LP-DIR-T	hargrave 2017-03-14 11:01:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-7	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-7a	0.001
	This study		HT	0.3	299.3	37.9	2.2	1	19	0	GB24-7a:LP-DIR-T	hargrave 2017-03-14 11:01:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-7	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-7a	0.001
	This study		HT	0.3	300.7	47.3	2.2	1	19	100	GB24-7a:LP-DIR-T	hargrave 2017-03-14 11:01:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-7	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-7a	0.001
	This study		HT	0.0	132.4	6.9	3.3	1	19	-1	GB24-8a:LP-DIR-T	hargrave 2017-03-14 11:03:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-8	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-8a	0.001
	This study		HT	0.0	296.3	33.9	3.3	1	19	0	GB24-8a:LP-DIR-T	hargrave 2017-03-14 11:03:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-8	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-8a	0.001
	This study		HT	0.0	297.2	43.4	3.3	1	19	100	GB24-8a:LP-DIR-T	hargrave 2017-03-14 11:03:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-8	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-8a	0.001
	This study		HT	0.1	186.3	22.6	2.4	1	19	-1	GB24-9a:LP-DIR-T	hargrave 2017-03-14 11:04:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB24-9	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-9a	0.001
	This study		HT	0.1	294.6	35.6	2.4	1	19	0	GB24-9a:LP-DIR-T	hargrave 2017-03-14 11:04:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB24-9	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-9a	0.001
	This study		HT	0.1	295.2	45.0	2.4	1	19	100	GB24-9a:LP-DIR-T	hargrave 2017-03-14 11:04:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB24-9	GB24	pmagpy-3.8.9-2: demag_gui.v.3.0	GB24-9a	0.001
	This study		HT	0.2	127.4	-13.9	2.6	1	19	-1	GB25-1a:LP-DIR-T	hargrave 2017-03-14 11:07:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-1	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-1a	0.001
	This study		HT	0.2	299.2	37.5	2.6	1	19	0	GB25-1a:LP-DIR-T	hargrave 2017-03-14 11:07:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-1	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-1a	0.001
	This study		HT	0.2	300.6	46.8	2.6	1	19	100	GB25-1a:LP-DIR-T	hargrave 2017-03-14 11:07:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-1	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-1a	0.001
	This study		HT	0.4	157.2	-42.9	1.9	1	19	-1	GB25-2a:LP-DIR-T	hargrave 2017-03-14 11:09:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB25-2	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-2a	0.001
	This study		HT	0.4	347.9	39.7	1.9	1	19	0	GB25-2a:LP-DIR-T	hargrave 2017-03-14 11:09:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB25-2	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-2a	0.001
	This study		HT	0.4	355.4	44.3	1.9	1	19	100	GB25-2a:LP-DIR-T	hargrave 2017-03-14 11:09:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB25-2	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-2a	0.001
	This study		HT	0.5	167.1	-32.5	2.6	1	19	-1	GB25-3a:LP-DIR-T	hargrave 2017-03-14 11:10:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-3	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-3a	0.001
	This study		HT	0.5	307.1	35.1	2.6	1	19	0	GB25-3a:LP-DIR-T	hargrave 2017-03-14 11:10:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-3	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-3a	0.001
	This study		HT	0.5	309.5	44.2	2.6	1	19	100	GB25-3a:LP-DIR-T	hargrave 2017-03-14 11:10:44	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-3	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-3a	0.001
	This study		HT	0.2	163.3	-49.3	1.4	1	19	-1	GB25-4a:LP-DIR-T	hargrave 2017-03-14 11:12:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-4	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-4a	0.001
	This study		HT	0.2	279.6	37.7	1.4	1	19	0	GB25-4a:LP-DIR-T	hargrave 2017-03-14 11:12:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-4	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-4a	0.001
	This study		HT	0.2	277.8	47.0	1.4	1	19	100	GB25-4a:LP-DIR-T	hargrave 2017-03-14 11:12:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-4	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-4a	0.001
	This study		HT	0.5	200.7	-35.0	1.5	1	19	-1	GB25-5a:LP-DIR-T	hargrave 2017-03-14 11:14:24	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-5	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-5a	0.001
	This study		HT	0.5	302.8	37.2	1.5	1	19	0	GB25-5a:LP-DIR-T	hargrave 2017-03-14 11:14:24	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-5	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-5a	0.001
	This study		HT	0.5	304.7	46.4	1.5	1	19	100	GB25-5a:LP-DIR-T	hargrave 2017-03-14 11:14:24	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-5	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-5a	0.001
	This study		HT	0.9	217.6	-28.3	1.9	1	19	-1	GB25-6a:LP-DIR-T	hargrave 2017-03-14 11:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-6	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-6a	0.001
	This study		HT	0.9	291.4	38.6	1.9	1	19	0	GB25-6a:LP-DIR-T	hargrave 2017-03-14 11:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-6	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-6a	0.001
	This study		HT	0.9	291.5	48.1	1.9	1	19	100	GB25-6a:LP-DIR-T	hargrave 2017-03-14 11:18:23	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-6	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-6a	0.001
	This study		HT	0.3	212.3	-13.7	2.0	1	19	-1	GB25-7a:LP-DIR-T	hargrave 2017-03-14 12:20:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-7	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-7a	0.001
	This study		HT	0.3	291.9	34.8	2.0	1	19	0	GB25-7a:LP-DIR-T	hargrave 2017-03-14 12:20:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-7	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-7a	0.001
	This study		HT	0.3	292.1	44.3	2.0	1	19	100	GB25-7a:LP-DIR-T	hargrave 2017-03-14 12:20:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-7	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-7a	0.001
	This study		HT	0.4	215.2	-27.5	1.5	1	19	-1	GB25-8a:LP-DIR-T	hargrave 2017-03-14 12:22:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB25-8	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-8a	0.001
	This study		HT	0.4	294.7	30.7	1.5	1	19	0	GB25-8a:LP-DIR-T	hargrave 2017-03-14 12:22:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB25-8	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-8a	0.001
	This study		HT	0.4	295.3	40.2	1.5	1	19	100	GB25-8a:LP-DIR-T	hargrave 2017-03-14 12:22:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB25-8	GB25	pmagpy-3.8.9-2: demag_gui.v.3.0	GB25-8a	0.001
	This study		HT	0.4	159.3	22.7	2.1	1	19	-1	GB26-1a:LP-DIR-T	hargrave 2017-03-14 12:24:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB26-1	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-1a	0.001
	This study		HT	0.4	304.6	28.3	2.1	1	19	0	GB26-1a:LP-DIR-T	hargrave 2017-03-14 12:24:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB26-1	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-1a	0.001
	This study		HT	0.4	306.2	37.5	2.1	1	19	100	GB26-1a:LP-DIR-T	hargrave 2017-03-14 12:24:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB26-1	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-1a	0.001
	This study		HT	0.9	345.4	44.3	1.7	1	19	-1	GB26-2a:LP-DIR-T	hargrave 2017-03-14 11:24:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB26-2	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-2a	0.001
	This study		HT	0.9	305.9	29.7	1.7	1	19	0	GB26-2a:LP-DIR-T	hargrave 2017-03-14 11:24:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB26-2	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-2a	0.001
	This study		HT	0.9	307.7	38.8	1.7	1	19	100	GB26-2a:LP-DIR-T	hargrave 2017-03-14 11:24:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB26-2	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-2a	0.001
	This study		HT	1.0	273.6	43.6	1.7	1	19	-1	GB26-3a:LP-DIR-T	hargrave 2017-03-14 11:26:16	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB26-3	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-3a	0.001
	This study		HT	1.0	300.7	28.8	1.7	1	19	0	GB26-3a:LP-DIR-T	hargrave 2017-03-14 11:26:16	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB26-3	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-3a	0.001
	This study		HT	1.0	301.9	38.1	1.7	1	19	100	GB26-3a:LP-DIR-T	hargrave 2017-03-14 11:26:16	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB26-3	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-3a	0.001
	This study		HT	1.2	279.8	42.0	2.0	1	19	-1	GB26-4a:LP-DIR-T	hargrave 2017-03-14 11:27:48	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB26-4	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-4a	0.001
	This study		HT	1.2	300.6	25.6	2.0	1	19	0	GB26-4a:LP-DIR-T	hargrave 2017-03-14 11:27:48	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB26-4	GB26	pmagpy-3.8.9-2: demag_gui.v.3.0	GB26-4a	0.001
