tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	sample	site	specimen	treat_ac_field	treat_dc_field	treat_temp
This study		1.8	69.3	-53.3	AP3-8a:LP-DIR-T	hargrave 2016-05-12 14:52:33	Agate Point	pmagpy-3.4.0	2.75E-06	1	6.47E-08	4.89E-08	3.68E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-8	AP3	AP3-8a	0	0	823
This study		1.7	67.7	-53.4	AP3-8a:LP-DIR-T	hargrave 2016-05-16 12:30:49	Agate Point	pmagpy-3.4.0	2.48E-06	1	3.71E-08	5.45E-08	3.62E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-8	AP3	AP3-8a	0	0	833
This study		1.7	68.4	-53.4	AP3-8a:LP-DIR-T	hargrave 2016-05-16 18:31:13	Agate Point	pmagpy-3.4.0	2.04E-06	1	2.77E-08	4.76E-08	3.09E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-8	AP3	AP3-8a	0	0	843
This study		1.8	67.1	-53.3	AP3-8a:LP-DIR-T	hargrave 2016-05-17 14:50:56	Agate Point	pmagpy-3.4.0	1.79E-06	1	2.51E-08	4.39E-08	2.73E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-8	AP3	AP3-8a	0	0	848
This study		1.6	70.6	-53	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	Agate Point	pmagpy-3.4.0	1.65E-06	1	3.56E-08	2.58E-08	1.85E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-8	AP3	AP3-8a	0	0	853
This study		1	327.9	-21.7	AP4-1a:LP-DIR-T	hargrave 2016-04-08 16:57:39	Agate Point	pmagpy-3.4.0	1.35E-05	1	1.37E-07	1.52E-07	1.16E-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-1	AP4	AP4-1a	0	0	273
This study		2.4	329.8	-21.7	AP4-1a:LP-DIR-T	hargrave 2016-04-11 17:18:39	Agate Point	pmagpy-3.4.0	1.32E-05	1	2.93E-07	4.55E-07	1.07E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-1	AP4	AP4-1a	0	0	77
This study		1.1	331.6	-22	AP4-1a:LP-DIR-T	hargrave 2016-04-18 09:56:45	Agate Point	pmagpy-3.4.0	1.27E-05	1	1.47E-07	1.87E-07	1.11E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-1	AP4	AP4-1a	0	0	373
This study		1	331.5	-22.5	AP4-1a:LP-DIR-T	hargrave 2016-04-18 17:11:37	Agate Point	pmagpy-3.4.0	1.19E-05	1	1.24E-07	1.37E-07	1.06E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-1	AP4	AP4-1a	0	0	473
This study		1.1	332.8	-21.8	AP4-1a:LP-DIR-T	hargrave 2016-04-19 12:58:53	Agate Point	pmagpy-3.4.0	8.45E-06	1	7.93E-08	1.21E-07	8.23E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-1	AP4	AP4-1a	0	0	573
This study		1.7	327.8	-20.6	AP4-1a:LP-DIR-T	hargrave 2016-04-25 12:39:53	Agate Point	pmagpy-3.4.0	4.52E-06	1	7.47E-08	1.02E-07	5.95E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-1	AP4	AP4-1a	0	0	623
This study		1.5	330.7	-20.4	AP4-1a:LP-DIR-T	hargrave 2016-04-26 09:35:12	Agate Point	pmagpy-3.4.0	3.49E-06	1	4.77E-08	6.77E-08	4.08E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-1	AP4	AP4-1a	0	0	673
This study		3.2	331.7	-20.2	AP4-1a:LP-DIR-T	hargrave 2016-04-26 17:03:13	Agate Point	pmagpy-3.4.0	2.91E-06	1	8.27E-08	1.33E-07	3.61E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-1	AP4	AP4-1a	0	0	723
This study		1.2	327.7	-19.1	AP4-1a:LP-DIR-T	hargrave 2016-05-02 13:58:07	Agate Point	pmagpy-3.4.0	2.36E-06	1	2.31E-08	3.07E-08	3.00E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-1	AP4	AP4-1a	0	0	748
This study		1.8	328.1	-19.4	AP4-1a:LP-DIR-T	hargrave 2016-05-02 20:19:47	Agate Point	pmagpy-3.4.0	1.97E-06	1	3.17E-08	5.01E-08	2.14E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-1	AP4	AP4-1a	0	0	773
This study		1.3	328.5	-18.9	AP4-1a:LP-DIR-T	hargrave 2016-05-03 19:12:28	Agate Point	pmagpy-3.4.0	1.51E-06	1	2.23E-08	1.98E-08	1.75E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-1	AP4	AP4-1a	0	0	798
This study		1.1	327.7	-24.8	AP4-1a:LP-DIR-T	hargrave 2016-05-12 14:54:01	Agate Point	pmagpy-3.4.0	1.09E-06	1	1.43E-08	1.03E-08	1.34E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-1	AP4	AP4-1a	0	0	823
This study		1	326	-19	AP4-1a:LP-DIR-T	hargrave 2016-05-16 12:32:17	Agate Point	pmagpy-3.4.0	8.03E-07	1	9.24E-09	6.73E-09	9.14E-09	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-1	AP4	AP4-1a	0	0	833
This study		1.2	328.7	-20.1	AP4-1a:LP-DIR-T	hargrave 2016-05-16 18:32:40	Agate Point	pmagpy-3.4.0	6.74E-07	1	8.25E-09	9.80E-09	7.68E-09	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-1	AP4	AP4-1a	0	0	843
This study		1.4	334.2	-21.4	AP4-1a:LP-DIR-T	hargrave 2016-05-17 14:52:23	Agate Point	pmagpy-3.4.0	6.97E-07	1	1.00E-08	1.28E-08	7.94E-09	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-1	AP4	AP4-1a	0	0	848
This study		1.1	334.7	-19.7	AP4-1a:LP-DIR-T	hargrave 2016-05-18 11:44:14	Agate Point	pmagpy-3.4.0	7.08E-07	1	9.64E-09	7.74E-09	7.50E-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-1	AP4	AP4-1a	0	0	853
This study		2.5	329	5	AP4-2a:LP-DIR-T	hargrave 2016-04-08 16:59:08	Agate Point	pmagpy-3.4.0	9.89E-06	1	1.88E-07	3.76E-07	6.69E-08	u	273	LT-NO:LP-DIR-T	1	g	AP4-2	AP4	AP4-2a	0	0	273
This study		1.8	329.8	4.3	AP4-2a:LP-DIR-T	hargrave 2016-04-11 17:20:11	Agate Point	pmagpy-3.4.0	9.82E-06	1	1.36E-07	2.77E-07	7.01E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-2	AP4	AP4-2a	0	0	77
This study		2.7	331.4	3.9	AP4-2a:LP-DIR-T	hargrave 2016-04-18 09:57:55	Agate Point	pmagpy-3.4.0	1.01E-05	1	2.01E-07	4.20E-07	7.73E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-2	AP4	AP4-2a	0	0	373
This study		3.1	337.5	2.5	AP4-2a:LP-DIR-T	hargrave 2016-04-18 17:12:47	Agate Point	pmagpy-3.4.0	1.14E-05	1	2.28E-07	5.78E-07	8.85E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-2	AP4	AP4-2a	0	0	473
This study		1.7	339.3	2.9	AP4-2a:LP-DIR-T	hargrave 2016-04-19 13:00:45	Agate Point	pmagpy-3.4.0	8.28E-06	1	8.76E-08	2.27E-07	6.71E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-2	AP4	AP4-2a	0	0	573
This study		1.5	337.6	5	AP4-2a:LP-DIR-T	hargrave 2016-04-25 12:41:21	Agate Point	pmagpy-3.4.0	4.07E-06	1	5.10E-08	8.18E-08	5.62E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-2	AP4	AP4-2a	0	0	623
This study		1.7	341.4	5.1	AP4-2a:LP-DIR-T	hargrave 2016-04-26 09:36:40	Agate Point	pmagpy-3.4.0	2.99E-06	1	2.97E-08	7.93E-08	3.53E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-2	AP4	AP4-2a	0	0	673
This study		1.2	339.9	5.2	AP4-2a:LP-DIR-T	hargrave 2016-04-26 17:04:41	Agate Point	pmagpy-3.4.0	2.41E-06	1	2.17E-08	3.91E-08	3.01E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-2	AP4	AP4-2a	0	0	723
This study		0.8	338.5	6.4	AP4-2a:LP-DIR-T	hargrave 2016-05-02 13:59:39	Agate Point	pmagpy-3.4.0	1.91E-06	1	9.68E-09	1.84E-08	1.98E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-2	AP4	AP4-2a	0	0	748
This study		2.1	338.5	6.2	AP4-2a:LP-DIR-T	hargrave 2016-05-02 20:21:15	Agate Point	pmagpy-3.4.0	1.59E-06	1	1.98E-08	5.29E-08	1.69E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-2	AP4	AP4-2a	0	0	773
This study		0.8	337	7	AP4-2a:LP-DIR-T	hargrave 2016-05-03 19:13:56	Agate Point	pmagpy-3.4.0	1.23E-06	1	1.12E-08	1.02E-08	1.28E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-2	AP4	AP4-2a	0	0	798
This study		0.9	336.8	5.5	AP4-2a:LP-DIR-T	hargrave 2016-05-12 14:55:30	Agate Point	pmagpy-3.4.0	8.35E-07	1	6.52E-09	8.96E-09	8.71E-09	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-2	AP4	AP4-2a	0	0	823
This study		0.9	335.8	7.4	AP4-2a:LP-DIR-T	hargrave 2016-05-16 12:33:46	Agate Point	pmagpy-3.4.0	7.81E-07	1	7.09E-09	6.86E-09	8.65E-09	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-2	AP4	AP4-2a	0	0	833
This study		2.1	338.6	5.4	AP4-2a:LP-DIR-T	hargrave 2016-05-16 18:34:08	Agate Point	pmagpy-3.4.0	8.12E-07	1	1.02E-08	2.71E-08	8.71E-09	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-2	AP4	AP4-2a	0	0	843
This study		2	340.4	4	AP4-2a:LP-DIR-T	hargrave 2016-05-17 14:53:51	Agate Point	pmagpy-3.4.0	8.22E-07	1	1.03E-08	2.57E-08	8.57E-09	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-2	AP4	AP4-2a	0	0	848
This study		1.4	344	4.2	AP4-2a:LP-DIR-T	hargrave 2016-05-18 11:45:42	Agate Point	pmagpy-3.4.0	8.21E-07	1	5.35E-09	1.87E-08	7.37E-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-2	AP4	AP4-2a	0	0	853
This study		2	332.6	3.7	AP4-3a:LP-DIR-T	hargrave 2016-04-08 17:00:36	Agate Point	pmagpy-3.4.0	1.49E-05	1	1.53E-07	2.66E-07	4.13E-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-3	AP4	AP4-3a	0	0	273
This study		2.1	331.7	3.8	AP4-3a:LP-DIR-T	hargrave 2016-04-11 17:21:38	Agate Point	pmagpy-3.4.0	1.47E-05	1	1.84E-07	3.04E-07	4.08E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-3	AP4	AP4-3a	0	0	77
This study		2.3	333.7	3.7	AP4-3a:LP-DIR-T	hargrave 2016-04-18 09:59:05	Agate Point	pmagpy-3.4.0	1.46E-05	1	1.41E-07	2.56E-07	5.06E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-3	AP4	AP4-3a	0	0	373
This study		2.3	336	3.5	AP4-3a:LP-DIR-T	hargrave 2016-04-18 17:14:41	Agate Point	pmagpy-3.4.0	1.45E-05	1	1.02E-07	1.87E-07	5.54E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-3	AP4	AP4-3a	0	0	473
This study		2.6	339.6	3.8	AP4-3a:LP-DIR-T	hargrave 2016-04-19 13:01:54	Agate Point	pmagpy-3.4.0	1.20E-05	1	1.49E-07	3.26E-07	4.22E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-3	AP4	AP4-3a	0	0	573
This study		2.5	335	5.7	AP4-3a:LP-DIR-T	hargrave 2016-04-25 12:42:48	Agate Point	pmagpy-3.4.0	6.23E-06	1	4.84E-08	1.15E-07	2.46E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-3	AP4	AP4-3a	0	0	623
This study		2.4	336.5	5.7	AP4-3a:LP-DIR-T	hargrave 2016-04-26 09:38:09	Agate Point	pmagpy-3.4.0	4.96E-06	1	3.02E-08	5.33E-08	1.99E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-3	AP4	AP4-3a	0	0	673
This study		2.3	337.5	5.7	AP4-3a:LP-DIR-T	hargrave 2016-04-26 17:06:08	Agate Point	pmagpy-3.4.0	4.31E-06	1	2.70E-08	3.06E-08	1.71E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-3	AP4	AP4-3a	0	0	723
This study		3.3	338.2	6.6	AP4-3a:LP-DIR-T	hargrave 2016-05-02 14:01:06	Agate Point	pmagpy-3.4.0	3.69E-06	1	1.60E-08	4.68E-08	2.07E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-3	AP4	AP4-3a	0	0	748
This study		2.4	337.9	6.2	AP4-3a:LP-DIR-T	hargrave 2016-05-02 20:22:43	Agate Point	pmagpy-3.4.0	3.14E-06	1	1.66E-08	2.99E-08	1.30E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-3	AP4	AP4-3a	0	0	773
This study		2.6	336.9	6.6	AP4-3a:LP-DIR-T	hargrave 2016-05-03 19:15:25	Agate Point	pmagpy-3.4.0	2.42E-06	1	1.18E-08	2.79E-08	1.06E-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-3	AP4	AP4-3a	0	0	798
This study		3.3	339.9	7	AP4-3a:LP-DIR-T	hargrave 2016-05-12 14:56:57	Agate Point	pmagpy-3.4.0	1.78E-06	1	1.06E-08	2.27E-08	1.00E-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-3	AP4	AP4-3a	0	0	823
This study		2.9	338.9	7.1	AP4-3a:LP-DIR-T	hargrave 2016-05-16 12:35:13	Agate Point	pmagpy-3.4.0	1.44E-06	1	9.68E-09	1.51E-08	7.23E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-3	AP4	AP4-3a	0	0	833
This study		3.1	341.5	5.9	AP4-3a:LP-DIR-T	hargrave 2016-05-16 18:35:35	Agate Point	pmagpy-3.4.0	1.45E-06	1	1.53E-08	2.77E-08	7.26E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-3	AP4	AP4-3a	0	0	843
This study		3.2	342	5.1	AP4-3a:LP-DIR-T	hargrave 2016-05-17 14:55:18	Agate Point	pmagpy-3.4.0	1.39E-06	1	1.69E-08	3.17E-08	6.86E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-3	AP4	AP4-3a	0	0	848
This study		3.4	343.4	5.3	AP4-3a:LP-DIR-T	hargrave 2016-05-18 11:47:09	Agate Point	pmagpy-3.4.0	1.39E-06	1	7.11E-09	1.35E-08	8.07E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-3	AP4	AP4-3a	0	0	853
This study		2.3	345.9	-6.1	AP4-4a:LP-DIR-T	hargrave 2016-04-08 17:02:07	Agate Point	pmagpy-3.4.0	1.63E-05	1	1.60E-07	6.30E-07	1.37E-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-4	AP4	AP4-4a	0	0	273
This study		1.8	345.3	-6.5	AP4-4a:LP-DIR-T	hargrave 2016-04-11 17:23:09	Agate Point	pmagpy-3.4.0	1.59E-05	1	1.27E-07	4.51E-07	1.38E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-4	AP4	AP4-4a	0	0	77
This study		1.1	347	-6.8	AP4-4a:LP-DIR-T	hargrave 2016-04-18 10:00:19	Agate Point	pmagpy-3.4.0	1.59E-05	1	8.60E-08	2.51E-07	1.56E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-4	AP4	AP4-4a	0	0	373
This study		3.3	348.8	-7.5	AP4-4a:LP-DIR-T	hargrave 2016-04-18 17:15:56	Agate Point	pmagpy-3.4.0	1.61E-05	1	1.81E-07	9.06E-07	1.65E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-4	AP4	AP4-4a	0	0	473
This study		1.2	348.9	-6.8	AP4-4a:LP-DIR-T	hargrave 2016-04-19 13:03:07	Agate Point	pmagpy-3.4.0	1.37E-05	1	6.16E-08	2.31E-07	1.64E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-4	AP4	AP4-4a	0	0	573
This study		1	350.2	-4.4	AP4-4a:LP-DIR-T	hargrave 2016-04-25 12:44:20	Agate Point	pmagpy-3.4.0	6.47E-06	1	4.44E-08	7.84E-08	8.11E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-4	AP4	AP4-4a	0	0	623
This study		1.4	350.5	-4.7	AP4-4a:LP-DIR-T	hargrave 2016-04-26 09:39:40	Agate Point	pmagpy-3.4.0	5.18E-06	1	3.79E-08	1.13E-07	6.18E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-4	AP4	AP4-4a	0	0	673
This study		1.3	350.2	-4.9	AP4-4a:LP-DIR-T	hargrave 2016-04-26 17:07:39	Agate Point	pmagpy-3.4.0	4.43E-06	1	2.75E-08	8.70E-08	5.50E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-4	AP4	AP4-4a	0	0	723
This study		1.3	351.6	-4.8	AP4-4a:LP-DIR-T	hargrave 2016-05-02 14:02:37	Agate Point	pmagpy-3.4.0	3.86E-06	1	1.81E-08	5.23E-08	6.57E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-4	AP4	AP4-4a	0	0	748
This study		0.8	353.7	-4.6	AP4-4a:LP-DIR-T	hargrave 2016-05-02 20:24:14	Agate Point	pmagpy-3.4.0	3.33E-06	1	1.95E-08	2.68E-08	3.92E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-4	AP4	AP4-4a	0	0	773
This study		0.9	352.6	-3.8	AP4-4a:LP-DIR-T	hargrave 2016-05-03 19:16:57	Agate Point	pmagpy-3.4.0	2.51E-06	1	1.33E-08	1.82E-08	3.31E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-4	AP4	AP4-4a	0	0	798
This study		0.9	350.5	-4.4	AP4-4a:LP-DIR-T	hargrave 2016-05-12 14:58:29	Agate Point	pmagpy-3.4.0	1.88E-06	1	1.14E-08	1.65E-08	2.27E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-4	AP4	AP4-4a	0	0	823
This study		1	352.1	-3	AP4-4a:LP-DIR-T	hargrave 2016-05-16 12:37:44	Agate Point	pmagpy-3.4.0	1.45E-06	1	7.94E-09	1.66E-08	1.78E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-4	AP4	AP4-4a	0	0	833
This study		1.4	353.9	-4.7	AP4-4a:LP-DIR-T	hargrave 2016-05-16 18:37:06	Agate Point	pmagpy-3.4.0	1.39E-06	1	8.12E-09	2.84E-08	1.71E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-4	AP4	AP4-4a	0	0	843
This study		1.6	352.6	-7	AP4-4a:LP-DIR-T	hargrave 2016-05-17 14:56:50	Agate Point	pmagpy-3.4.0	1.33E-06	1	9.31E-09	3.36E-08	1.61E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-4	AP4	AP4-4a	0	0	848
This study		1	354.5	-7.2	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	Agate Point	pmagpy-3.4.0	1.27E-06	1	8.00E-09	1.42E-08	1.66E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-4	AP4	AP4-4a	0	0	853
This study		2.6	339.1	5	AP4-5a:LP-DIR-T	hargrave 2016-04-08 17:03:47	Agate Point	pmagpy-3.4.0	1.22E-05	1	1.77E-07	5.21E-07	9.71E-08	u	273	LT-NO:LP-DIR-T	1	g	AP4-5	AP4	AP4-5a	0	0	273
This study		0.6	340.2	4	AP4-5a:LP-DIR-T	hargrave 2016-04-11 17:24:44	Agate Point	pmagpy-3.4.0	1.21E-05	1	4.39E-08	9.12E-08	9.48E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-5	AP4	AP4-5a	0	0	77
This study		1.1	342.2	2.6	AP4-5a:LP-DIR-T	hargrave 2016-04-18 10:01:36	Agate Point	pmagpy-3.4.0	1.24E-05	1	5.86E-08	2.11E-07	1.04E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-5	AP4	AP4-5a	0	0	373
This study		1.3	348	-1.8	AP4-5a:LP-DIR-T	hargrave 2016-04-18 17:17:13	Agate Point	pmagpy-3.4.0	1.40E-05	1	7.85E-08	2.91E-07	1.14E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-5	AP4	AP4-5a	0	0	473
This study		0.8	350.9	-2	AP4-5a:LP-DIR-T	hargrave 2016-04-19 13:04:23	Agate Point	pmagpy-3.4.0	1.03E-05	1	3.84E-08	1.10E-07	8.59E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-5	AP4	AP4-5a	0	0	573
This study		1	347.8	2.4	AP4-5a:LP-DIR-T	hargrave 2016-04-25 12:45:55	Agate Point	pmagpy-3.4.0	3.74E-06	1	2.89E-08	3.75E-08	5.15E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-5	AP4	AP4-5a	0	0	623
This study		1.2	346.1	5	AP4-5a:LP-DIR-T	hargrave 2016-04-26 09:41:16	Agate Point	pmagpy-3.4.0	2.20E-06	1	1.81E-08	3.69E-08	2.96E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-5	AP4	AP4-5a	0	0	673
This study		1	346.3	8.6	AP4-5a:LP-DIR-T	hargrave 2016-04-26 17:09:14	Agate Point	pmagpy-3.4.0	1.43E-06	1	1.24E-08	1.33E-08	1.89E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-5	AP4	AP4-5a	0	0	723
This study		0.9	345.8	14.9	AP4-5a:LP-DIR-T	hargrave 2016-05-02 14:04:12	Agate Point	pmagpy-3.4.0	9.93E-07	1	5.76E-09	1.17E-08	1.03E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-5	AP4	AP4-5a	0	0	748
This study		1.3	346	15.5	AP4-5a:LP-DIR-T	hargrave 2016-05-02 20:25:49	Agate Point	pmagpy-3.4.0	9.05E-07	1	6.66E-09	1.88E-08	8.96E-09	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-5	AP4	AP4-5a	0	0	773
This study		1	346.6	14.3	AP4-5a:LP-DIR-T	hargrave 2016-05-03 19:18:32	Agate Point	pmagpy-3.4.0	8.63E-07	1	7.27E-09	1.07E-08	8.51E-09	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-5	AP4	AP4-5a	0	0	798
This study		1.1	343.5	11.3	AP4-5a:LP-DIR-T	hargrave 2016-05-12 15:00:05	Agate Point	pmagpy-3.4.0	7.73E-07	1	7.03E-09	1.20E-08	7.50E-09	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-5	AP4	AP4-5a	0	0	823
This study		1.1	341.8	13.7	AP4-5a:LP-DIR-T	hargrave 2016-05-16 12:39:20	Agate Point	pmagpy-3.4.0	6.94E-07	1	4.55E-09	1.14E-08	6.40E-09	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-5	AP4	AP4-5a	0	0	833
This study		0.8	349.3	9.7	AP4-5a:LP-DIR-T	hargrave 2016-05-16 18:38:41	Agate Point	pmagpy-3.4.0	7.48E-07	1	4.43E-09	7.03E-09	7.54E-09	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-5	AP4	AP4-5a	0	0	843
This study		1.3	350.3	-4.6	AP4-5a:LP-DIR-T	hargrave 2016-05-17 14:58:25	Agate Point	pmagpy-3.4.0	8.50E-07	1	7.53E-09	1.55E-08	1.03E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-5	AP4	AP4-5a	0	0	848
This study		1	351.7	-2.7	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	Agate Point	pmagpy-3.4.0	8.39E-07	1	4.95E-09	1.10E-08	9.09E-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-5	AP4	AP4-5a	0	0	853
This study		2.3	349.4	15.5	AP4-6a:LP-DIR-T	hargrave 2016-04-08 17:05:40	Agate Point	pmagpy-3.4.0	2.85E-05	1	2.78E-07	9.93E-07	5.58E-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-6	AP4	AP4-6a	0	0	273
This study		1.3	351.4	14.9	AP4-6a:LP-DIR-T	hargrave 2016-04-11 17:26:37	Agate Point	pmagpy-3.4.0	2.75E-05	1	1.38E-07	3.48E-07	5.15E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-6	AP4	AP4-6a	0	0	77
This study		1.7	349.7	14.5	AP4-6a:LP-DIR-T	hargrave 2016-04-18 10:03:16	Agate Point	pmagpy-3.4.0	2.75E-05	1	1.83E-07	5.14E-07	6.20E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-6	AP4	AP4-6a	0	0	373
This study		2.3	352.3	13.2	AP4-6a:LP-DIR-T	hargrave 2016-04-18 17:18:50	Agate Point	pmagpy-3.4.0	2.83E-05	1	2.31E-07	8.63E-07	7.05E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-6	AP4	AP4-6a	0	0	473
This study		3.4	350.6	12.4	AP4-6a:LP-DIR-T	hargrave 2016-04-19 13:05:58	Agate Point	pmagpy-3.4.0	2.35E-05	1	3.38E-07	1.18E-06	6.66E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-6	AP4	AP4-6a	0	0	573
This study		2.9	352.6	12.4	AP4-6a:LP-DIR-T	hargrave 2016-04-25 12:47:47	Agate Point	pmagpy-3.4.0	1.26E-05	1	1.46E-07	5.55E-07	2.99E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-6	AP4	AP4-6a	0	0	623
This study		3.1	350.3	12.8	AP4-6a:LP-DIR-T	hargrave 2016-04-26 09:43:09	Agate Point	pmagpy-3.4.0	8.20E-06	1	1.06E-07	3.85E-07	1.92E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-6	AP4	AP4-6a	0	0	673
This study		3.7	352.2	13.7	AP4-6a:LP-DIR-T	hargrave 2016-04-26 17:11:07	Agate Point	pmagpy-3.4.0	5.19E-06	1	7.15E-08	3.01E-07	1.22E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-6	AP4	AP4-6a	0	0	723
This study		3.5	351.4	14	AP4-6a:LP-DIR-T	hargrave 2016-05-02 14:06:05	Agate Point	pmagpy-3.4.0	3.41E-06	1	4.96E-08	1.75E-07	9.99E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-6	AP4	AP4-6a	0	0	748
This study		2.8	353.1	14.6	AP4-6a:LP-DIR-T	hargrave 2016-05-02 20:27:42	Agate Point	pmagpy-3.4.0	2.54E-06	1	2.83E-08	1.08E-07	5.65E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-6	AP4	AP4-6a	0	0	773
